product_title,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,is_best_seller,is_sponsored,has_coupon,buy_box_availability,delivery_date,sustainability_tags,product_image_url,product_page_url,data_collected_at,product_category,discount_percentage
"Amazon Basics AAA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life, 36 Count (Pack of 1)",4.7,625776.0,100000,14.49,14.49,Best Seller,Organic,No Coupon,Add to cart,2025-08-29,Safer chemicals +1 more,https://m.media-amazon.com/images/I/81Apg8B6+0L._AC_UL320_.jpg,https://www.amazon.com/Amazon-Basics-AAA-High-Performance-36/dp/B00LH3DMUO/ref=sr_1_18?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-18,2025-08-21 11:14:29,Laptops,0.0
"Amazon Basics Clear Thermal Laminating Plastic Paper Laminator Sheets, 9 x 11.5-Inch, 200-Pack, 3mil",4.8,88965.0,100000,16.98,16.98,Best Seller,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/61cefAp7H5L._AC_UL320_.jpg,https://www.amazon.com/AmazonBasics-Thermal-Laminating-Plastic-Laminator/dp/B079KL4C91/ref=sr_1_19?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-19,2025-08-21 11:14:29,Other Electronics,0.0
"Roku Streaming Stick HD 2025 — HD Streaming Device for TV with Roku Voice Remote, Free & Live TV",4.6,1909.0,10000,33.51,33.51,No Badge,Organic,No Coupon,,,Works with Alexa,https://m.media-amazon.com/images/I/71mye7IQ5jL._AC_UL320_.jpg,https://www.amazon.com/Roku-Streaming-Stick-HD-2025/dp/B0DXXYS4BJ/ref=sr_1_20?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-20,2025-08-21 11:14:29,TV & Display,0.0
"Energizer AA Batteries Alkaline Power, 32 Count Alkaline Double A Battery Pack",4.8,61157.0,100000,16.95,19.98,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/91-R5huHLnL._AC_UL320_.jpg,,2025-08-21 11:14:29,Power & Batteries,15.17
"Apple Watch SE (2nd Gen) [GPS 40mm] Smartwatch with Starlight Aluminum Case with Starlight Sport Band S/M. Fitness and Sleep Trackers, Crash Detection, Heart Rate Monitor, Retina Display",4.6,12840.0,10000,146.14,146.14,No Badge,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/61umEhyV-UL._AC_UL320_.jpg,https://www.amazon.com/Apple-Smartwatch-Starlight-Aluminum-Detection/dp/B0DGJ73CFS/ref=sr_1_22?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-22,2025-08-21 11:14:29,TV & Display,0.0
"Amazon Basics Wood-Cased #2 Pencils, Pre-sharpened, HB Lead Bulk Box, 150 Count, Yellow",4.8,54244.0,100000,9.89,14.33,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/81qxJ-PgGLL._AC_UL320_.jpg,https://www.amazon.com/AmazonBasics-Pre-sharpened-Wood-Cased-Pencils/dp/B071JM699P/ref=sr_1_23?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-23,2025-08-21 11:14:29,Other Electronics,30.98
"Apple EarPods Headphones with USB-C Plug, Wired Ear Buds with Built-in Remote to Control Music, Phone Calls, and Volume",4.6,15087.0,10000,16.1,16.1,No Badge,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/513OSdW4elL._AC_UL320_.jpg,https://www.amazon.com/Apple-EarPods-Headphones-Built-Control/dp/B0DCH8VDXF/ref=sr_1_24?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-24,2025-08-21 11:14:29,Phones,0.0
"Duracell 2032 Lithium Battery. 4 Count Pack. Child Safety Features. Compatible with Apple AirTag, Key Fob, and other devices. CR2032 3V Cell. 2032 Battery, Lithium Coin",4.7,84821.0,100000,,,Best Seller,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/71B7wnkW7DL._AC_UL320_.jpg,,2025-08-21 11:14:29,Power & Batteries,
"Energizer Alkaline Power AAA Batteries, 32 Count, Long-Lasting Triple A Batteries, Suitable for Everyday Electronics and Emergency Gear",4.8,43002.0,70000,15.15,17.99,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/91ass+ZYjcL._AC_UL320_.jpg,,2025-08-21 11:14:29,Power & Batteries,15.79
"Duracell Coppertop AA Batteries with Power Boost Ingredients, 24 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices",4.8,125404.0,80000,18.79,21.89,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/71F1yxjGeYL._AC_UL320_.jpg,,2025-08-21 11:14:29,Power & Batteries,14.16
"Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110",4.5,108926.0,10000,9.54,9.54,Best Seller,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/41CiQ7hR31L._AC_UL320_.jpg,https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I/ref=sr_1_28?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-28,2025-08-21 11:14:29,Phones,0.0
"HP 67 Black/Tri-color Ink Cartridges for HP Printers | Works with Printer Series: DeskJet 1255, 2700, 4100; ENVY 6000, 6400 | Eligible for Instant Ink | 3YP29AN",4.6,59092.0,50000,43.89,43.89,No Badge,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/51eBahpKdaL._AC_UL320_.jpg,https://www.amazon.com/HP-Cartridges-Black-Tri-Color-3YP29AN/dp/B08412HXK9/ref=sr_1_29?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-29,2025-08-21 11:14:29,Laptops,0.0
"HP 67XL Black High-yield Ink Cartridge | Works with HP DeskJet 1255, 2700, 4100 Series, HP ENVY 6000, 6400 Series | Eligible for Instant Ink | One Size | 3YM57AN",4.6,101072.0,50000,35.89,35.89,Best Seller,Organic,No Coupon,,,Manufacturing practices,https://m.media-amazon.com/images/I/71y57XPIiaL._AC_UL320_.jpg,https://www.amazon.com/HP-Cartridge-Black-3YM57AN-Tri-Color/dp/B08412PTS8/ref=sr_1_30?dib=eyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo&dib_tag=se&qid=1755800068&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-30,2025-08-21 11:14:29,Laptops,0.0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171.0,,134.39,134.39,No Badge,Sponsored,No Coupon,Add to cart,2025-09-01,Manufacturing practices,https://m.media-amazon.com/images/I/613TxRU5DpL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzEzNDY2NTQ5NDYxNDQ2OjE3NTU4MDAwNjg6c3BfYnRmX2Jyb3dzZTozMDA4NTYzMDEyODM5MDI6OjA6Og&url=%2FRazer-Seiren-Chroma-Microphone-Mute%2Fdp%2FB0CT7BK716%2Fref%3Dsr_1_31_sspa%3Fdib%3DeyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo%26dib_tag%3Dse%26qid%3D1755800068%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-31-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,2025-08-21 11:14:29,Phones,0.0
OWC 250GB Aura Pro 6G Flash SSD Upgrade for 2012 MacBook Air,4.6,276.0,,42.99,42.99,No Badge,Sponsored,No Coupon,Add to cart,2025-09-01,,https://m.media-amazon.com/images/I/41d4RtiB8EL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzEzNDY2NTQ5NDYxNDQ2OjE3NTU4MDAwNjg6c3BfYnRmX2Jyb3dzZToyMDAxMzI1NDg4MjY2OTg6OjA6Og&url=%2FOWC-Computing-Internal-Upgrade-MacBook%2Fdp%2FB07L5H7VNF%2Fref%3Dsr_1_32_sspa%3Fdib%3DeyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo%26dib_tag%3Dse%26qid%3D1755800068%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,2025-08-21 11:14:29,Laptops,0.0
"OWC 2.0TB Aura Pro X2 (GEN 4) SSD Complete Upgrade Solution Compatible with Mac Pro (Late 2013), High Performance NVMe Flash Upgrade, Including Tools, heatsink, and Envoy Pro Enclosure",4.4,358.0,,239.99,239.99,No Badge,Sponsored,No Coupon,Add to cart,2025-09-01,,https://m.media-amazon.com/images/I/51vvx1JymAL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NzEzNDY2NTQ5NDYxNDQ2OjE3NTU4MDAwNjg6c3BfYnRmX2Jyb3dzZTozMDAxMzY1MDMzODA2MDI6OjA6Og&url=%2FOWC-Compatible-Performance-Including-Enclosure%2Fdp%2FB0CTD3XXBT%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.avmZlHCQuVOwikquBqYSIjN8SVcyxtkXHQMPt7Zjzkf4TeZzrZfQETMhdWuWgtTrVz8ITKpXLHvZj0fZRjxqgMPYNMitRqeUoeIwdYfc5nnzJ8m0T8HYeedlh3YSOhJQjeHskevMUQWyg6TtoB2tHcHt-edYPsQ6VwFQTI6avsPrgVpFKrto3ff9TDR9BcRyPwM6AiYn-vh7wA5PP9DjZddhCPf7bVPcHMZ6Hwd40dQDWm9_M8R-LcwKY8wnuWRUSplhfYJBvTjAgsb3Y3y88VGpfqY3V8Rd2ge-woBzUMA.yqwi-krmElGgXIMa8kKUPx1XmaXd9lHaAkMkVVpStxo%26dib_tag%3Dse%26qid%3D1755800068%26refinements%3Dp_n_g-101014971069111%253A119653281011%26s%3Delectronics%26sr%3D1-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,2025-08-21 11:14:29,Storage,0.0
Texas Instruments TI-30XS MultiView Scientific Calculator,4.8,36122.0,70000,16.99,20.0,No Badge,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/71b23YXk+RL._AC_UL320_.jpg,https://www.amazon.com/Texas-Instruments-MultiView-Scientific-Calculator/dp/B000PDFQ6K/ref=sr_1_25?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-25,2025-08-21 11:14:46,Other Electronics,15.05
"Amazon Basics Micro SDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB, Black",4.7,123411.0,10000,11.06,11.06,Best Seller,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/81FMYuiSaEL._AC_UL320_.jpg,https://www.amazon.com/Amazon-Basics-microSDXC-Memory-Adapter/dp/B08TJRVWV1/ref=sr_1_26?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-26,2025-08-21 11:14:46,Chargers & Cables,0.0
"Mounting Dream TV Wall Mount for 32-65 Inch Television,Mount with Swivel and Tilt, Full Motion Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,44109.0,10000,39.97,48.99,Best Seller,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/61da4dQI-hL._AC_UL320_.jpg,https://www.amazon.com/Mounting-Dream-Bracket-Articulating-400x400mm/dp/B00SFSU53G/ref=sr_1_27?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-27,2025-08-21 11:14:46,TV & Display,18.41
"Energizer Ultimate Lithium AA Batteries Pack, 1.5V AA Batteries, 24 Count",4.7,32810.0,40000,,,No Badge,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/71eW3rQCd6L._AC_UL320_.jpg,,2025-08-21 11:14:46,Power & Batteries,
"Scotch Heavy Duty Shipping and Moving Packing Tape, Clear, Packing and Moving Supplies, 1.88 in. x 22.2 yd., 6 Tape Rolls with Dispensers",4.8,103375.0,10000,13.86,19.99,Best Seller,Organic,No Coupon,Add to cart,2025-08-29,,https://m.media-amazon.com/images/I/610as++OYZL._AC_UL320_.jpg,https://www.amazon.com/Scotch-Shipping-Packaging-Dispenser-142-6/dp/B000J07BRQ/ref=sr_1_29?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-29,2025-08-21 11:14:46,Other Electronics,30.67
"JBL Vibe Beam - True Wireless JBL Deep Bass Sound Earbuds, Bluetooth 5.2, Water & Dust Resistant, Hands-free call with VoiceAware, Up to 32 hours of battery life (Black)",4.3,26559.0,10000,29.95,29.95,No Badge,Organic,No Coupon,,,,https://m.media-amazon.com/images/I/41+1Csr1pSL._AC_UL320_.jpg,https://www.amazon.com/JBL-Vibe-Beam-Wireless-Headphones/dp/B0BQPNMXQV/ref=sr_1_30?dib=eyJ2IjoiMSJ9.LBpBsHuyfrR7CRIcNLKJuNd86w-xTsaEnYcIS2sQiWPBQ-THGMiZLsovvzc6zU2prrcV96oGOYrhT_X_YbP0XY6vdZMKx6b6N8yqNFNh9tVKkb00o7qDalFYVh2aC679dnx8SL_aC5fTv7utJL7qrEshg5lvQghQDR9_0RzNSAKdGCN2S1u8ibaV2lo7CdJtTfmt-FUXHp_DCDiwPbzQvERmPa_wSDQV9OtPye6EVsQfla4GRQw7U7svaPvZTR1zNo1Qa-wL96sYgjP7Mv76TK2r46jfH6HT2KrwVWEVXH4.70OxK_A5AwLXqpRAWujAtKePZBVX0Wf7SRjWmHqbtUI&dib_tag=se&qid=1755800083&refinements=p_n_g-101014971069111%3A119653281011&s=electronics&sr=1-30,2025-08-21 11:14:46,Headphones,0.0
